Image_ID,class,confidence,ymin,xmin,ymax,xmax
ID_a0srv9.jpg,anthracnose,0.7935240864753723,368,809,2219,2492
ID_a0srv9.jpg,healthy,0.6478708386421204,1444,1347,2448,3264
ID_a0srv9.jpg,healthy,0.45771661400794983,182,2716,364,2907
ID_a15jyy.jpg,anthracnose,0.7131252288818359,159,241,2048,1526
ID_a15jyy.jpg,anthracnose,0.5142120122909546,48,1,1454,1008
ID_A16nzu.jpg,healthy,0.4903719127178192,16,42,1272,928
ID_A16nzu.jpg,cssvd,0.4352831542491913,5,75,1265,933
ID_A1Euyz.jpg,anthracnose,0.6363486647605896,128,246,1101,960
ID_A1HcV0.jpeg,anthracnose,0.781743586063385,101,11,2549,1445
ID_A1HcV0.jpeg,anthracnose,0.7552286386489868,785,1006,3625,2287
ID_A1HcV0.jpeg,anthracnose,0.3879830837249756,1,2325,664,3019
ID_A4ZdJC.jpeg,healthy,0.8498826026916504,635,232,4014,2167
ID_A5SFUW.jpeg,healthy,0.8517571091651917,8,28,3867,2930
ID_A6Fogi.jpeg,anthracnose,0.738571047782898,733,170,3396,1785
ID_a76tQV.jpg,cssvd,0.8510103225708008,124,278,1071,796
ID_a76tQV.jpg,cssvd,0.49619317054748535,300,2,1076,404
ID_a7m7Ky.jpg,anthracnose,0.8197537064552307,427,356,1945,1217
ID_a7m7Ky.jpg,anthracnose,0.2651623785495758,28,8,748,339
ID_AaL0uh.jpeg,healthy,0.8419443368911743,0,0,3631,2169
ID_AaL0uh.jpeg,healthy,0.41785526275634766,0,2014,2767,3016
ID_aaSu0i.jpg,healthy,0.7939478158950806,71,91,399,360
ID_aaSu0i.jpg,healthy,0.7786937355995178,2,1,333,273
ID_aaSu0i.jpg,healthy,0.5163065791130066,70,224,337,415
ID_aatE8l.jpeg,healthy,0.8516802787780762,999,5,2780,2967
ID_aatE8l.jpeg,healthy,0.6906766891479492,1767,1,3907,1841
ID_ABDCyn.jpeg,healthy,0.8548890948295593,301,2,3977,2265
ID_ABDCyn.jpeg,healthy,0.8078508973121643,531,1450,3197,2934
ID_ABDCyn.jpeg,healthy,0.6931345462799072,0,0,691,2380
ID_abLPBK.jpg,healthy,0.8479360342025757,546,728,2099,1464
ID_abLPBK.jpg,healthy,0.7703320384025574,1957,735,3263,1547
ID_abLPBK.jpg,healthy,0.7112195491790771,967,115,2619,801
ID_abLPBK.jpg,healthy,0.5986047387123108,0,2221,866,2448
ID_abLPBK.jpg,healthy,0.3905896544456482,995,1187,3186,1660
ID_abLPBK.jpg,healthy,0.30951979756355286,113,1256,2020,1731
ID_AcCl43.jpg,cssvd,0.7964666485786438,4,0,1077,582
ID_AcCl43.jpg,cssvd,0.5462531447410583,48,554,822,808
ID_ACg6Qf.jpeg,anthracnose,0.7793466448783875,49,6,1029,544
ID_aCgBad.jpg,cssvd,0.33617886900901794,249,150,1592,2087
ID_aCgBad.jpg,healthy,0.3234672248363495,202,119,1583,2103
ID_AFi8A1.jpg,healthy,0.5913438200950623,344,709,1620,1257
ID_AFi8A1.jpg,healthy,0.5052903890609741,1588,1688,2427,2082
ID_AFi8A1.jpg,healthy,0.49426043033599854,676,477,2763,1255
ID_AFi8A1.jpg,healthy,0.36183223128318787,379,442,2705,1103
ID_AFi8A1.jpg,healthy,0.35612908005714417,917,1117,2256,1628
