Image_ID,class,confidence,ymin,xmin,ymax,xmax
ID_a0srv9.jpg,anthracnose,0.6340571641921997,349,890,2187,2473
ID_a0srv9.jpg,anthracnose,0.2664678990840912,1439,1368,2448,3264
ID_a15jyy.jpg,anthracnose,0.6564876437187195,146,268,2043,1500
ID_a15jyy.jpg,anthracnose,0.5264623761177063,40,12,1367,968
ID_A16nzu.jpg,healthy,0.6228093504905701,9,45,1276,935
ID_A1Euyz.jpg,anthracnose,0.6965898871421814,198,272,1051,956
ID_A1HcV0.jpeg,anthracnose,0.6983399987220764,137,8,2580,1423
ID_A1HcV0.jpeg,anthracnose,0.6816736459732056,751,995,3613,2635
ID_A4ZdJC.jpeg,healthy,0.8488866686820984,589,205,3976,2251
ID_A5SFUW.jpeg,healthy,0.8704026937484741,6,1,3878,2949
ID_A6Fogi.jpeg,anthracnose,0.7046441435813904,627,223,3967,1800
ID_a76tQV.jpg,cssvd,0.8105489015579224,120,274,1073,810
ID_a76tQV.jpg,cssvd,0.4609386622905731,349,0,1076,368
ID_a7m7Ky.jpg,anthracnose,0.8230534195899963,409,284,1991,1291
ID_a7m7Ky.jpg,anthracnose,0.2504582107067108,16,34,774,378
ID_AaL0uh.jpeg,healthy,0.8534696102142334,0,1,3762,2198
ID_AaL0uh.jpeg,healthy,0.2704143524169922,2,1896,2566,3024
ID_aaSu0i.jpg,healthy,0.8056086301803589,72,100,396,342
ID_aaSu0i.jpg,healthy,0.789319634437561,4,0,313,287
ID_aaSu0i.jpg,healthy,0.5662479400634766,56,228,338,414
ID_aatE8l.jpeg,healthy,0.8257755637168884,1020,48,2775,2970
ID_aatE8l.jpeg,healthy,0.6486203074455261,1897,19,3797,1817
ID_ABDCyn.jpeg,healthy,0.8349804878234863,260,0,3963,2281
ID_ABDCyn.jpeg,healthy,0.7608374953269958,537,1308,3175,2972
ID_ABDCyn.jpeg,healthy,0.49876388907432556,0,0,779,2304
ID_abLPBK.jpg,healthy,0.7447143793106079,524,717,2113,1453
ID_abLPBK.jpg,healthy,0.5065112113952637,964,262,2566,776
ID_abLPBK.jpg,healthy,0.4233562648296356,104,1276,1334,1726
ID_abLPBK.jpg,healthy,0.33167505264282227,70,1188,1611,1733
ID_abLPBK.jpg,healthy,0.28053197264671326,2017,709,3262,1537
ID_AcCl43.jpg,cssvd,0.8629956841468811,1,3,1073,591
ID_AcCl43.jpg,cssvd,0.28880253434181213,15,550,824,810
ID_ACg6Qf.jpeg,anthracnose,0.7748768329620361,24,12,1026,533
